id,triggerDesc,actionDesc,deviceCategory
JCHFLZWc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JCkhymPq,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JCqReZvQ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JCqrJ6sb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JE28AFiW,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights",Light
JEAj3rb8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JEUVePwp,WHEN Aura detects motion,", THEN set your aura to away scene",Light
JEywTXJh,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on",Light
JFCaBjEw,WHEN only on specific days of the week at the time you provide,", THEN set the temperature of your ge water heater",Thermostat/Heating
JFG62stK,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn your lights on",Light
JFb7jdPv,WHEN every single day at a specific time set by you,", THEN briefly turn your hue lights off THEN back on",Light
JFdC4czq,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JFgcWEwm,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JGMf2NYW,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a scene on your hue lights",Light
JGnRmCif,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JHpdi6kV,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JHtE7fRX,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN changes the brightness level of the selected wemo light",Light
JK5GkEHL,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JKCB4dYV,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JKGvVe4k,WHEN Aura detects motion,", THEN set your aura to away scene",Light
JKWMuitS,WHEN Aura detects motion,", THEN set your aura to away scene",Light
JL6beg74,WHEN every time a device connects to Google Wifi,", THEN turn on your hue lights",Light
JLAsYZ7m,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JLF8mgND,WHEN Aura detects motion,", THEN set your aura to away scene",Light
JLKp2Sn8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JLSd37gi,WHEN it's time for prayer,", THEN set your lights to a pre-defined scene",Light
JM6CB7qg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JM7zseUB,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
JM95FGuW,WHEN every time your WeMo Motion sensor detects new motion,", THEN turn a wemo switch on",Generic/Other
JML6HBuU,WHEN every time you exit an area you specify,", THEN turn your lights off",Light
JN9pxGKR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JNYcrBiT,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JNqQFguB,WHEN every time your SmartThings device's presence is detected,", THEN turn on your smartthings devices that support switching on",Generic/Other
JNvU2DHF,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JNxaiJZw,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights",Light
JP3pB6uj,WHEN only on specific days of the week at the time you provide,", THEN set the light to specified color",Light
JP63d5nc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JP9bVYEu,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JPFZ8yaY,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN lock your smartthings devices that support locking",Generic/Other
JPGJ48cv,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JPGM8xHa,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
JPHEjbyQ,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JPRAk8G2,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
JPXugMDk,WHEN every time your alarm goes off,", THEN turn on your smartthings devices that support switching on",Generic/Other
JPeRvyaD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JPmnNgp9,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JPw4eJZY,WHEN every time a new item is added to the feed you specify,", THEN turn on a slow color loop effect for your hue lights",Light
JQ69qgcS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JQyKfZNU,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to permanently hold the specified temperature until you change it",Thermostat/Heating
JQzrHfSR,WHEN every time you press the button,", THEN set your thermostat to manual mode",Thermostat/Heating
JR2uHDCZ,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JR6KJuds,WHEN every single day at a specific time set by you,", THEN turn off your hue lights",Light
JR6tL28f,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JRnsdEWp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JRywSqci,WHEN every time the temperature measured by your Spotter drops below the value you specify,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
JRyzsVgX,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights",Light
JRzhHmMk,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JS6uRz5J,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JSY87a9s,WHEN only on specific days of the week at the time you provide,", THEN set the temperature of your ge water heater",Thermostat/Heating
JSxmNJty,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JSxqBrQn,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dock your robot",Generic/Other
JSyKbnRP,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JTXBKCbu,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JTYnFMWt,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JUeCTDHS,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on",Light
JUgvSbni,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to permanently hold the specified temperature until you change it",Thermostat/Heating
JVF45fPd,WHEN Aura detects motion,", THEN set your aura to away scene",Light
JVmBdaJ8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JVx8ntBA,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
JVxUXrFP,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JWSVrpnd,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JWrksdFg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JX3Gj28Y,WHEN every time your timer goes off,", THEN briefly turn your hue lights off THEN back on",Light
JXUY6DzN,WHEN every time your WeMo Switch is turned off,", THEN turn off your hue lights",Light
JXfJ9NEW,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JXvcViDN,WHEN every single day at a specific time set by you,", THEN turn off your hue lights",Light
JY3nVyKz,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to hold a temperature for a specified period of time",Thermostat/Heating
JY4K3pca,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JYVBXj7Q,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JZ4qezQ8,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JZ97jx6Q,WHEN every time your alarm goes off,", THEN turn a wemo light switch on",Light
JZj2y7Cr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JZqKnCrk,WHEN every time you exit an area you specify,", THEN turn a wemo switch off",Generic/Other
JZrTPtXH,WHEN a selected member arrives,", THEN set your aura to away scene",Light
JaLwEWxc,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program",Thermostat/Heating
JaWNGAdP,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
Jb5FfLuK,WHEN every time you are @mentioned in a tweet,", THEN make your lights quickly blink the color of your choice",Light
JbGE74BN,WHEN every time you enter an area you specify,", THEN turn on your smartthings devices that support switching on",Generic/Other
JbYQXMKt,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
Jbmf4cPg,WHEN every time a motion event is detected,", THEN make your lights quickly blink the color of your choice",Light
JcNXmAP5,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
JcrHUe6p,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
JdFXqrjv,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights",Light
JdVLjPQk,WHEN every single day at a specific time set by you,", THEN turn a wemo light switch off",Light
JdrDSWfv,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
Je4ndR6y,WHEN every time your timer goes off,", THEN make your lights slowly breathe the color of your choice",Light
JeKkX2zC,WHEN a selected member leaves,", THEN set your aura to home scene",Light
Jf6UpGZC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JfLyqWk2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JfTqU2Mg,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set the thermostat into a hold using the settings from the specified comfort profile",Thermostat/Heating
JfhZWk2P,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
JfzSk9nE,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
Jg7DQMBX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
JgAwTe3b,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
JgD6mXKn,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JgU6MuQF,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
JhbCjS5g,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene",Light
JiHJFGrZ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
JiT3LPwn,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
