id,triggerDesc,actionDesc
Hthp35zJ,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
HtkXPb8u,WHEN every time you enter an area you specify,", THEN activate a scene"
Hu8JtRGN,WHEN a selected member arrives,", THEN set your aura to away scene"
Hu8nryaU,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch off"
HuJ3E9pQ,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HuvBkeG6,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
HuvdVPAC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Huw7qT2y,WHEN every time your Android device disconnects from a WiFi network you specify,", THEN turn off the selected light(s)"
HvdMNwDn,WHEN a selected member arrives,", THEN set your aura to away scene"
HwFvNaCX,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
Hx3z7gsp,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
Hx7N9i5F,WHEN every single day at a specific time set by you,", THEN turns on the selected wemo light"
Hx8WC37w,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off"
HxA8wj7J,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN turn on, turn off or toggle your lights"
Hy5kEtcw,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
HyG7fxuT,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HyNmzHjZ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HyPT8upn,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on"
HydN7Vmq,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HykZqQa5,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo switch on"
HzT4fME5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HzZbpfKA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HzcQvMXJ,WHEN every time you press the button,", THEN set a nest thermostat to the temperature you specify"
Hze923Vc,WHEN every time IFTTT receives a specific event from Apilio,", THEN switch on your light"
HzhjCs9Q,WHEN every time you enter an area you specify,", THEN turn a wemo switch on"
J2U6BaJR,WHEN every time you exit an area you specify,", THEN turn your intesishome a/c off"
J2XDwPBj,WHEN an OhmHour starts,", THEN set the thermostat into a hold using the settings from the specified comfort profile"
J2h8BSim,WHEN every time your WeMo Insight Switch enters standby mode,", THEN starts sleep fader for the selected wemo light"
J2rawgYq,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on"
J3kU5bPZ,WHEN every time you click the selected Flic,", THEN lock a hubitat device"
J4BJ8Vae,WHEN Aura detects motion,", THEN set your aura to guardian scene"
J4CJXfcw,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
J4K8yeEx,WHEN every time you press the button,", THEN change hubitat's mode"
J4LtVKsF,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a scene on your hue lights"
J4PwRrcM,WHEN a selected member arrives,", THEN set your aura to away scene"
J4Zt8mxw,WHEN every time you enter an area you specify,", THEN turn on your hue lights"
J4zspG7P,WHEN within 15 minutes of the sunrise in your location,", THEN turn a wemo light switch off"
J5L3vx6E,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
J5dyaJ8X,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
J5muZvw2,WHEN every time your WeMo Light Switch is turned off,", THEN turn a wemo light switch off"
J5vzQdWq,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
J6SRVtZB,WHEN a selected member arrives,", THEN set your aura to away scene"
J6Vp2Wsu,WHEN once a year on the date and time you specify,", THEN turn on the ambient light of your hood with the selected color"
J6jPuiVH,WHEN a selected member arrives,", THEN set your aura to guardian scene"
J6kiaxbD,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
J6ynmDaQ,WHEN the device turns off,", THEN turn off a device"
J7BeuY2P,WHEN Aura detects motion,", THEN set your aura to away scene"
J7Mfkwba,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
J7U5cM9K,WHEN every time the Nest Protect you specify detects dangerous smoke levels,", THEN turn a wemo light switch on"
J7tBq3di,WHEN every time a new item is added to the feed you specify,", THEN briefly turn your hue lights off THEN back on"
J8Xk3eJc,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off"
J8crVEYn,WHEN a selected member arrives,", THEN set your aura to home scene"
J8d6GJwr,WHEN every single day at a specific time set by you,", THEN turn off the pivot power genius outlet you specify"
J8m4SkyF,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo insight switch on"
J9Xbdmf4,WHEN every time you receive any new SMS on your Android device,", THEN make your lights quickly blink the color of your choice"
J9i5HpXD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
J9mFeJBr,WHEN the ambient temperature read on your device is above or below the configured value,", THEN turn the specified product on"
J9qJcvRx,WHEN a selected member arrives,", THEN set your aura to away scene"
JARX4582,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
JAbqLxKh,WHEN only on specific days of the week at the time you provide,", THEN turn on your hue lights"
JAcJPDaq,WHEN a selected member arrives,", THEN set your aura to guardian scene"
JApHgQC7,WHEN whenever the measured Relative Humidity (RH) is above or below the threshold,", THEN turn on a device"
JArW4pnP,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN stop your robot"
JAuLwTaj,WHEN every time you click the selected Flic,", THEN turn a wemo switch on"
JBVZeCz5,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
JBWVe6Xq,WHEN every single day at a specific time set by you,", THEN turn your lights off"
JBZhxzdX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JBmyRd8i,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JBrT82rM,WHEN every time a motion event is detected,", THEN make your lights slowly breathe the color of your choice"
JC9YbpsQ,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
JCAMsyJc,WHEN a selected member arrives,", THEN set your aura to away scene"
JCHFLZWc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
JCXtYK3F,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN return control of your heating to tado⁠°, using your user-defined settings (e"
JCkhymPq,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
JCqReZvQ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
JCqrJ6sb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JE28AFiW,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights"
JEAj3rb8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JEUVePwp,WHEN Aura detects motion,", THEN set your aura to away scene"
JEywTXJh,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on"
JFCaBjEw,WHEN only on specific days of the week at the time you provide,", THEN set the temperature of your ge water heater"
JFG62stK,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn your lights on"
JFTERe5d,WHEN every time your SmartThings device's presence is no longer detected,", THEN turn off the selected light(s)"
JFb7jdPv,WHEN every single day at a specific time set by you,", THEN briefly turn your hue lights off THEN back on"
JFdC4czq,WHEN a selected member arrives,", THEN set your aura to guardian scene"
JFgcWEwm,WHEN a selected member arrives,", THEN set your aura to guardian scene"
JGH8R2wT,WHEN a Contact Sensor opens,", THEN activate a selected scene from your account"
JGMf2NYW,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a scene on your hue lights"
JGnRmCif,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
JHPQ9LGi,WHEN a Wyze Cam detects motion,", THEN turn a wemo switch on"
JHgzsb35,WHEN a door is closed,", THEN make your lights quickly blink the color of your choice"
JHj5XDEq,WHEN SimCam recognizes a Face ID that set up,", THEN turn on your smartthings devices that support switching on"
JHpdi6kV,WHEN a selected member arrives,", THEN set your aura to away scene"
JHtE7fRX,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN changes the brightness level of the selected wemo light"
JJWhynKa,WHEN every time you enter an area you specify,", THEN turns on the selected wemo light"
JK4XVSrd,WHEN every time you send an SMS on your Android device that matches a search you specify,", THEN unpause your thermosmart, i"
JK5GkEHL,WHEN a selected member arrives,", THEN set your aura to away scene"
JKCB4dYV,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
JKGvVe4k,WHEN Aura detects motion,", THEN set your aura to away scene"
JKWMuitS,WHEN Aura detects motion,", THEN set your aura to away scene"
JKXPqE9R,WHEN every time you send an SMS on your Android device to a phone number you specify,", THEN set a nest thermostat to the temperature you specify"
JL6beg74,WHEN every time a device connects to Google Wifi,", THEN turn on your hue lights"
JLAsYZ7m,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JLE4ehQz,WHEN every time you upload a new public video to YouTube,", THEN briefly turn your hue lights off THEN back on"
JLF8mgND,WHEN Aura detects motion,", THEN set your aura to away scene"
JLKp2Sn8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
JLSd37gi,WHEN it's time for prayer,", THEN set your lights to a pre-defined scene"
JLnBQSZu,WHEN every time you press the button,", THEN turn off your daikin ac unit"
JM6CB7qg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
JM7zseUB,WHEN Aura detects motion,", THEN set your aura to guardian scene"
JM95FGuW,WHEN every time your WeMo Motion sensor detects new motion,", THEN turn a wemo switch on"
JML6HBuU,WHEN every time you exit an area you specify,", THEN turn your lights off"
JMUAb7Lm,WHEN 30 minutes after the end of a dryer cycle,", THEN change the color of your hue lights"
JN9pxGKR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
JNYcrBiT,WHEN a selected member arrives,", THEN set your aura to guardian scene"
JNqQFguB,WHEN every time your SmartThings device's presence is detected,", THEN turn on your smartthings devices that support switching on"
JNvU2DHF,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
JNxaiJZw,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
