triggerDesc,actionDesc
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine for a while."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine until stopped."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine temporarily."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee machine continuously."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine for a while."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine until stopped."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine temporarily."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN activate the coffee machine continuously."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine for a while."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine until stopped."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine temporarily."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN started the coffee machine continuously."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine for a while."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine until stopped."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine temporarily."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee machine continuously."
IF a voice assistant is activated with a specific phrase,", THEN turn on the dishwasher in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on the dishwasher in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on the dishwasher in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on the dishwasher in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on the dishwasher in default mode."
