id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
R7MRQzqi,ecobee,Thermostat indoor temperature is greater than,IF temperature rises above a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
R8eqUisC,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
R8sx7NM4,Smart Life,Device or group is turned off,IF a device is turned off,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when the specified device/group is turned off.,This action will turn on the device/group of your choosing.
REHyswBd,Android Phone Call,Any incoming phone call missed,IF a phone call event occurs,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you miss a phone call on your Android device.,This Action will toggle a WeMo Switch on or off.
REytBF8i,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RLYEdAvJ,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RNpMUQr4,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RPmfangE,WeMo Smart Plug,Switched off,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned off.,This Action will turn a WeMo Switch on then immediately back off.
RQRnT5qH,Nest Thermostat,Temperature drops below,IF temperature drops below a specified threshold,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the temperature drops below a threshold you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RQW3gtJG,ecobee,Thermostat indoor temperature is greater than,IF temperature rises above a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
RV28HijT,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase [FREE],WeMo Maker,Turn relay off then on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,"This Action will turn a Wemo Maker off then on. If the WeMo Maker is already off, it will remain off."
RW3eY74d,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,This Action will toggle a WeMo Switch on or off.
RZ7dtf82,Date & Time,Every day at,IF a specified time occurs [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will turn on the device/group of your choosing.
RZX7JDHT,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This action will turn off the device/group of your choosing.
RaAcZ5xw,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
RazgCeSY,Amazon Alexa,Your Alarm goes off,IF an alarm is triggered,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your alarm goes off.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
Rbd45ufq,ComEd,Manage your Carbon Footprint - Change in carbon intensity,IF carbon intensity changes,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This trigger fires whenever the carbon intensity changes for the ComEd service territory, use this trigger to help lower your carbon footprint by reducing your energy during high carbon times","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RbgXDxvY,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RbshBUZm,ComEd,Manage your Carbon Footprint - Change in carbon intensity,IF carbon intensity changes,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires whenever the carbon intensity changes for the ComEd service territory, use this trigger to help lower your carbon footprint by reducing your energy during high carbon times","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
RcEZ9Brp,Date & Time,Every day at,IF a specified time occurs [FREE],AQUAREA Smart Cloud,Start/Stop Quiet Mode,", THEN change the device operating mode to eco.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will set your device in Quiet Mode.
RcMWGkK3,eWeLink Smart Home,1-Channel Switch turned on or off,IF a device is turned on,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when your eWeLink Support 1-Channel Switch is turned on or off.,This action will turn on a device.
RiatGYQy,SpotCam,Motion event detected,IF motion is detected,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time a motion event is detected.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
Rjp4qU2s,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
Rq8WtN6r,EDF : vos plages tarifaires,Début de plage tarifaire,IF prices are low [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
RqAhnXkp,Netatmo Weather Station,Carbon dioxide rises above,IF air pollution exceeds a threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the carbon dioxide rises above a value you specify.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
RrZPW3uv,Android Phone Call,Outgoing phone call to a specific number ends,IF a phone call event occurs,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you place a phone call on your Android device to a number you specify.,This Action will toggle a WeMo Insight Switch on or off.
