id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
UPZd2hFU,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
UQBVi5Df,Wink: Spotter,Temperature rises above,IF temperature rises above a threshold,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the temperature measured by your Spotter rises above the value you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
URznpkXm,OhmConnect,An #OhmHour starts,IF a demand response event starts or ends,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when an OhmHour starts,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
USW63Lkm,Foobot,Pollution is high,IF air pollution exceeds a threshold,ecobee,Set thermostat comfort profile for X hours,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires when global air pollution is higher than 50.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.
UXnsbvgj,Nest Thermostat,Nest set to Home,IF every time someone is at home,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the home you specify is set to Home.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
UYAedJMN,Android Device,Disconnects from a specific WiFi network,IF your Android device connects to a specified wifi network,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
UYLQR4aB,Button widget,Button press,IF a button is pressed,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will set your home to away mode.
UYkVTJf4,Location,You enter an area,IF the user enters a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
UYp4wMgu,Ballotpedia,Breaking News,IF Ballotpedia reports breaking news,Home Connect Fridge Freezer,Set freezer temperature,", THEN sets the freezer temperature [ACTION_Z].",Thermostat/Heating,This trigger fires when Ballotpedia covers new Breaking News. ,This action will set the freezer temperature.
UdygtUkb,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
UfvV8GnX,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a target temperature on your window ac unit.
Ug724ufD,True Energy Smart Home Denmark,Electricity in Denmark is Expensive,IF electricity prices are high,Home Connect Fridge Freezer,Set refrigerator temperature,", THEN sets the refrigerator temperature [ACTION_Z].",Thermostat/Heating,This trigger fires at the hours where electricity in Denmark is expensive.,This action will set the refrigerator temperature.
UitCnqP6,Nest Protect,Smoke alarm warning,IF Nest Protect detects smoke,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
UkRz7TS6,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
UrfNgZCL,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,GE Appliances GeoSpring™,Set temperature,", THEN sets the water heater temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This Action will set the temperature of your GE water heater.
UuS4GC3w,Date & Time,Every hour at,IF every hour at quarter intervals,Hive Active Heating™ - UK and Europe,Set the thermostat to schedule,", THEN sets heating mode to [ACTION_X].",Thermostat/Heating,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will set the heating mode to schedule.
Uv4MX57h,Strava,New activity by you,IF a new activity is completed on Strava,Hive Active Heating™ - UK and Europe,Boost hot water,", THEN boosts hot water [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you complete a new activity on Strava.,This Action will boost your hot water for 1 hour.
UwCXy7LV,Smart Life,Door sensor is open,IF a door is opened,tadoº Heating,Turn heating off,", THEN turns off heating [ACTION_W].",Thermostat/Heating,This trigger fires when the door sensor is open.,This Action will turn your heating off.
V38tDM7K,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat hold until next transition,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program.
V3APqy75,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
