triggerDesc,actionDesc,freeOrLocked
__UNMATCHED_TRIGGER__ this trigger fires when the gate start opening,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF co2 high,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device detects temperatures below a value you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires and retrieves air quality from louisville metro air sensors.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF energy saving mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF doorbell motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device senses motion.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF quarter hour,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF co2 high,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF WeMo Insight is turned off,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new item is added to the feed you specify.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF flic clicked,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the daily rain measurement rises above a given threshold.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF wifi connected,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time a song is played on amazon prime music. note: this trigger does not apply to songs provided by spotify, pandora, podcasts and sample clips.",", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF order is out for delivery,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF door locked,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF motion detected,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF area exited,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your android device is plugged in.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature falls below a threshold,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF washer done,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
IF quarter hour,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off a light switch [ACTION_W].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF today weather report,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the you ask alexa what's on your to do list.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi connected,", THEN turns on smart lights [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF alarm is triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF home home mode,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the scene in a room is changed.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF a known caller calls,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF stream live,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF co2 high,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF mentioned on Twitter,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you complete an item on your to do list.,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF Facebook status is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF spotify save track,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device senses motion.,", THEN switches on the lights [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your android device is plugged in.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF superchat received,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when tado⁠° switches to home mode.,", THEN switches on the lights [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature falls below a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF apilio event,", THEN switches off the lights [ACTION_W].",LOCKED
IF home away mode,", THEN switches off the lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF netatmo person detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off a light switch [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your d-link device detects a motion event.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF Wyze detects motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF an SMS is sent,", THEN turns on a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a specific person arrives home.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF new follower,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF new follower,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires during alarms,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you press the stone.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF lock unlocked,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new user starts following you.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF power usage is high,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your android device is plugged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your skybell hd detects motions.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF tplink disconnect,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
