id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
V7n9HdJG,Button widget,Button press,This trigger fires every time you press the button.,tadoº Heating,Return to tado⁠° automatic control,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature.",Thermostat/Heating
VBnKjfZA,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VF9hueym,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VJDfCk59,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
VLeTFQRd,Android SMS,New SMS received matches search,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
VMVhnrBZ,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
VN3p5m8M,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VRDrjCG2,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VRWG29Ud,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
VTqyDaGZ,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
Vc7p5a3g,Fitbit,Daily calorie burn goal achieved,This Trigger fires when you achieve your daily calorie burn goal.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
VeL4WBk6,Fitbit,New sleep logged,This Trigger fires every time your Fitbit logs new sleep.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
Vg8nfcT6,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,GE Appliances Window AC,Set target temperature,This Action will set a target temperature on your window ac unit.,Thermostat/Heating
VgTjbMqU,Button widget,Button press,This trigger fires every time you press the button.,ThermoSmart,Set temperature,This Action will set your ThermoSmart to the temperature you specify.,Thermostat/Heating
ViQN6G2R,Withings Sleep,When I get into bed,"This trigger fires every time your Withings Sleep detects that you get into bed, within the start and end time parameters that you specify. ",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VinGJqMp,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
VizKCSfH,Button widget,Button press,This trigger fires every time you press the button.,tadoº Heating,Turn heating on,This Action will start your heating.,Thermostat/Heating
VrN2fYkw,Button widget,Button press,This trigger fires every time you press the button.,Hive Active Heating™ - UK and Europe,Boost heating ,This Action will boost heating to the temperature and duration you specify.,Thermostat/Heating
Vs7dgcVj,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
VsrmUcgQ,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Heatmiser,Set temperature hold,This Action will enable a temperature hold on the selected Heatmiser Thermostat.,Thermostat/Heating
VxNpikbv,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
Vxy9bjJA,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
